,userCode,ticketCount,flightPriceGo,flightPriceReturn,flightDistance,travelDays,hotelDays,hotelPrice,combo,userStatus,userCompany,userName,gender,age,ageRange,flightPriceDiffer,flightPriceSum,flightPriceDistanceAvg,hotelPriceDayAvg,flightPriceDifferDistanceAvg,flightPriceDifferTicketAvg,flightPriceTicketAvg,comboFrequency,hotelStayDayAvg,userStatus01,hotelPriceDayAvgRange,flightPriceDifferTicketAvgRange,travelDaysRange
165,165,25,24061.1,23797.32,13487.18,55,18.0,4203.22,9,churned,4You,Christine Burlingham,none,62,"(60, 70]",-263.77999999999884,47858.42,3.5484378498692832,233.51222222222225,-0.019557831955975883,-10.551199999999954,1914.3368,0.36,2.0,1,"(200, 250]","(-100, 0]","(50, 75]"
166,166,52,48419.71,50704.87,27392.52,123,34.0,8219.07,16,retained,4You,Bonnie Romero,none,65,"(60, 70]",2285.1600000000035,99124.58,3.6186732728496684,241.73735294117645,0.08342277380832444,43.94538461538468,1906.241923076923,0.3076923076923077,2.125,0,"(200, 250]","(0, 100]","(100, 125]"
167,167,13,13530.11,12533.93,6507.31,32,11.0,3238.2599999999998,5,churned,4You,Robert Toney,male,65,"(60, 70]",-996.1800000000003,26064.04,4.005347831899817,294.3872727272727,-0.15308629833218337,-76.62923076923079,2004.926153846154,0.38461538461538464,2.2,1,"(250, 300]","(-100, 0]","(25, 50]"
168,168,52,45001.11,47758.69,23127.98,136,49.0,9069.87,20,retained,4You,Lynn Quirk,female,53,"(50, 60]",2757.5800000000017,92759.8,4.010717753993215,185.09938775510204,0.11923133797244731,53.03038461538465,1783.8423076923077,0.38461538461538464,2.45,0,"(150, 200]","(0, 100]","(125, 150]"
169,169,52,47676.78,49834.08,26238.66,147,40.0,6938.17,13,retained,4You,William Headley,none,55,"(50, 60]",2157.300000000003,97510.86,3.716304872276252,173.45425,0.08221837548106507,41.486538461538515,1875.2088461538463,0.25,3.076923076923077,0,"(150, 200]","(0, 100]","(125, 150]"
170,170,52,43575.81,43148.38,24206.32,133,51.0,11548.869999999999,19,retained,4You,Charlotte Adair,none,36,"(30, 40]",-427.4300000000003,86724.19,3.5827085653664,226.448431372549,-0.017657785239557286,-8.219807692307699,1667.7728846153846,0.36538461538461536,2.6842105263157894,0,"(200, 250]","(-100, 0]","(125, 150]"
171,171,52,46832.07,44806.73,25050.69,125,42.0,6334.45,16,retained,4You,Wade Cobb,male,49,"(40, 50]",-2025.3399999999965,91638.8,3.658134765948563,150.8202380952381,-0.08084966921070823,-38.948846153846084,1762.2846153846153,0.3076923076923077,2.625,0,"(150, 200]","(-100, 0]","(100, 125]"
172,172,3,2376.73,2417.89,1411.16,8,4.0,957.64,2,churned,4You,Emery Bradford,none,44,"(40, 50]",41.159999999999854,4794.62,3.3976444910570023,239.41,0.02916749340967704,13.719999999999951,1598.2066666666667,0.6666666666666666,2.0,1,"(200, 250]","(0, 100]","(0, 25]"
173,173,52,51630.99,49568.3,28800.61,126,42.0,9459.56,17,retained,4You,Devin Shaver,male,49,"(40, 50]",-2062.689999999995,101199.29000000001,3.513789812090786,225.22761904761904,-0.07161966361129139,-39.667115384615286,1946.1401923076924,0.3269230769230769,2.4705882352941178,0,"(200, 250]","(-100, 0]","(125, 150]"
174,174,52,44468.01,48014.56,24692.06,133,56.0,11441.99,23,retained,4You,Christopher Brown,none,59,"(50, 60]",3546.5499999999956,92482.57,3.7454376022089693,204.32125,0.1436311915652236,68.20288461538453,1778.5109615384617,0.4423076923076923,2.4347826086956523,0,"(200, 250]","(0, 100]","(125, 150]"
175,175,52,45626.55,45884.340000000004,26327.3,132,41.0,9033.6,14,retained,4You,Doris Marsh,female,48,"(40, 50]",257.7900000000009,91510.89000000001,3.47589346419876,220.33170731707318,0.009791737094195032,4.9575000000000164,1759.824807692308,0.2692307692307692,2.9285714285714284,0,"(200, 250]","(0, 100]","(125, 150]"
176,176,52,49380.36,47333.03,26914.31,131,44.0,10605.36,19,retained,4You,Eva Grant,female,32,"(30, 40]",-2047.3300000000017,96713.39,3.593381736332828,241.0309090909091,-0.07606845577687117,-39.3717307692308,1859.8728846153847,0.36538461538461536,2.3157894736842106,0,"(200, 250]","(-100, 0]","(125, 150]"
177,177,52,51849.58,51087.65,27744.95,123,39.0,7683.82,12,retained,4You,Brent Jaynes,male,55,"(50, 60]",-761.9300000000003,102937.23000000001,3.7101249056134544,197.02102564102563,-0.0274619345142089,-14.652500000000005,1979.5621153846155,0.23076923076923078,3.25,0,"(150, 200]","(-100, 0]","(100, 125]"
178,178,52,50351.77,50915.97,27645.74,128,40.0,8798.43,18,retained,4You,Bobby Rutledge,male,36,"(30, 40]",564.2000000000044,101267.73999999999,3.663050437427249,219.96075000000002,0.020408207557475556,10.850000000000083,1947.4565384615382,0.34615384615384615,2.2222222222222223,0,"(200, 250]","(0, 100]","(125, 150]"
179,179,52,49118.15,49237.36,25027.03,128,32.0,7735.84,15,retained,4You,Ellen Brodowski,female,55,"(50, 60]",119.20999999999913,98355.51000000001,3.9299713150142073,241.745,0.004763249974127938,2.292499999999983,1891.4521153846156,0.28846153846153844,2.1333333333333333,0,"(200, 250]","(0, 100]","(125, 150]"
180,180,52,53612.26,52329.39,26680.65,134,45.0,6826.59,16,retained,4You,William Prahm,male,27,"(20, 30]",-1282.8700000000026,105941.65,3.970729723601186,151.702,-0.04808241178532017,-24.670576923076972,2037.339423076923,0.3076923076923077,2.8125,0,"(150, 200]","(-100, 0]","(125, 150]"
181,181,52,47581.98,47759.17,27317.54,123,22.0,4230.75,12,retained,4You,Harry Wong,none,23,"(20, 30]",177.18999999999505,95341.15,3.490107454770817,192.3068181818182,0.006486308796472708,3.4074999999999047,1833.4836538461536,0.23076923076923078,1.8333333333333333,0,"(150, 200]","(0, 100]","(100, 125]"
182,182,52,47059.1,47981.71,25746.68,137,62.0,12320.85,22,retained,4You,Donald Anderson,male,29,"(20, 30]",922.6100000000006,95040.81,3.6913811800201035,198.7233870967742,0.03583413473115759,17.74250000000001,1827.7078846153845,0.4230769230769231,2.8181818181818183,0,"(150, 200]","(0, 100]","(125, 150]"
183,183,52,47130.57,47601.44,25455.15,125,51.0,10425.64,21,retained,4You,Dean Lindberg,male,42,"(40, 50]",470.8700000000026,94732.01000000001,3.721526292321986,204.42431372549018,0.018498024957621644,9.055192307692359,1821.7694230769232,0.40384615384615385,2.4285714285714284,0,"(200, 250]","(0, 100]","(100, 125]"
184,184,36,38288.74,35567.27,20017.06,73,22.0,4299.34,12,churned,4You,Ronald Giunta,male,60,"(50, 60]",-2721.470000000001,73856.01,3.6896532257983936,195.42454545454547,-0.1359575282284212,-75.59638888888892,2051.5558333333333,0.3333333333333333,1.8333333333333333,1,"(150, 200]","(-100, 0]","(50, 75]"
185,185,52,48369.85,47734.06,25247.579999999998,139,35.0,5935.28,15,retained,4You,Robert Sherman,male,54,"(50, 60]",-635.7900000000009,96103.91,3.8064602627261706,169.57942857142856,-0.025182215483622625,-12.226730769230786,1848.1521153846154,0.28846153846153844,2.3333333333333335,0,"(150, 200]","(-100, 0]","(125, 150]"
186,186,52,52345.63,49497.99,27291.4,129,41.0,9809.03,16,retained,4You,Doris Quinones,female,56,"(50, 60]",-2847.6399999999994,101843.62,3.731711088474757,239.24463414634147,-0.10434202715873862,-54.76230769230768,1958.5311538461538,0.3076923076923077,2.5625,0,"(200, 250]","(-100, 0]","(125, 150]"
187,187,52,47164.85,47510.96,22975.64,134,33.0,6387.6900000000005,14,retained,4You,Merle Gravatt,male,59,"(50, 60]",346.1100000000006,94675.81,4.1207039281604345,193.56636363636366,0.0150642158390365,6.65596153846155,1820.6886538461538,0.2692307692307692,2.357142857142857,0,"(150, 200]","(0, 100]","(125, 150]"
188,188,52,49179.83,49158.85,23189.13,132,38.0,8355.16,15,retained,4You,Donald Kingsley,male,24,"(20, 30]",-20.9800000000032,98338.68,4.2407231319156855,219.87263157894736,-0.0009047342440187795,-0.40346153846160004,1891.1284615384614,0.28846153846153844,2.533333333333333,0,"(200, 250]","(-100, 0]","(125, 150]"
189,189,52,49683.229999999996,50864.1,27884.94,134,21.0,4467.02,8,retained,4You,Nicholas Goodman,male,31,"(30, 40]",1180.8700000000026,100547.32999999999,3.6057933063510266,212.7152380952381,0.04234794839078021,22.709038461538512,1933.6024999999997,0.15384615384615385,2.625,0,"(200, 250]","(0, 100]","(125, 150]"
190,190,38,34483.79,34168.79,17873.94,107,24.0,5374.19,8,churned,4You,Jack Neumann,none,60,"(50, 60]",-315.0,68652.58,3.8409315461504296,223.92458333333332,-0.017623422703668023,-8.289473684210526,1806.6468421052632,0.21052631578947367,3.0,1,"(200, 250]","(-100, 0]","(100, 125]"
191,191,52,45605.9,47030.95,23429.91,138,40.0,9610.289999999999,17,retained,4You,Adan Duarte,none,35,"(30, 40]",1425.0499999999956,92636.85,3.9537859940563154,240.25724999999997,0.06082182987471978,27.404807692307607,1781.4778846153847,0.3269230769230769,2.3529411764705883,0,"(200, 250]","(0, 100]","(125, 150]"
192,192,52,47879.08,46714.35,26600.06,118,35.0,6374.09,13,churned,4You,Jordan Williams,male,41,"(40, 50]",-1164.7300000000032,94593.43,3.556135963603089,182.11685714285716,-0.04378674333817304,-22.39865384615391,1819.104423076923,0.25,2.6923076923076925,1,"(150, 200]","(-100, 0]","(100, 125]"
193,193,52,46884.87,48850.86,26846.52,117,33.0,6287.41,15,retained,4You,Jose Carr,male,62,"(60, 70]",1965.989999999998,95735.73000000001,3.5660387268070504,190.52757575757576,0.07323072040622017,37.80749999999996,1841.071730769231,0.28846153846153844,2.2,0,"(150, 200]","(0, 100]","(100, 125]"
194,194,52,50676.86,48848.4,29272.93,116,24.0,5672.4,11,retained,4You,William Douthitt,male,37,"(30, 40]",-1828.4599999999991,99525.26000000001,3.3999076962914203,236.35,-0.06246248667284071,-35.16269230769229,1913.947307692308,0.21153846153846154,2.1818181818181817,0,"(200, 250]","(-100, 0]","(100, 125]"
195,195,52,46195.13,48103.34,23293.32,132,39.0,7452.98,16,retained,4You,Richard Juarez,male,39,"(30, 40]",1908.2099999999991,94298.47,4.048305265200495,191.10205128205126,0.08192091123120272,36.696346153846136,1813.4321153846154,0.3076923076923077,2.4375,0,"(150, 200]","(0, 100]","(125, 150]"
196,196,52,51401.799999999996,49548.5,26713.2,115,41.0,8314.14,19,retained,4You,Ora Nunez,female,59,"(50, 60]",-1853.2999999999956,100950.29999999999,3.7790418220205737,202.7839024390244,-0.06937768593803796,-35.640384615384534,1941.351923076923,0.36538461538461536,2.1578947368421053,0,"(200, 250]","(-100, 0]","(100, 125]"
197,197,52,46363.04,46639.46,24658.72,113,30.0,4194.110000000001,10,retained,4You,Roger Chavers,male,23,"(20, 30]",276.41999999999825,93002.5,3.7715866841425667,139.8036666666667,0.011209827598512747,5.315769230769197,1788.5096153846155,0.19230769230769232,3.0,0,"(100, 150]","(0, 100]","(100, 125]"
198,198,7,7048.83,6954.04,3637.65,18,7.0,1924.8,3,churned,4You,Kathryn Fegley,none,41,"(40, 50]",-94.78999999999996,14002.869999999999,3.8494275150165627,274.9714285714286,-0.02605803197119018,-13.541428571428566,2000.4099999999999,0.42857142857142855,2.3333333333333335,1,"(250, 300]","(-100, 0]","(0, 25]"
199,199,51,43129.72,42655.31,23930.01,133,58.0,12775.300000000001,20,churned,4You,Charlotte Kina,none,49,"(40, 50]",-474.4100000000035,85785.03,3.5848305119805635,220.2637931034483,-0.019824897691225515,-9.302156862745166,1682.0594117647058,0.39215686274509803,2.9,1,"(200, 250]","(-100, 0]","(125, 150]"
200,200,12,12778.84,11880.96,7533.25,32,9.0,1786.17,3,churned,4You,Teresa Banister,none,29,"(20, 30]",-897.880000000001,24659.8,3.2734609896127167,198.46333333333334,-0.11918892908107404,-74.82333333333342,2054.983333333333,0.25,3.0,1,"(150, 200]","(-100, 0]","(25, 50]"
201,201,30,30744.84,31163.27,17528.12,82,15.0,3975.23,5,churned,4You,Emerson Martindale,male,41,"(40, 50]",418.4300000000003,61908.11,3.531930977195501,265.01533333333333,0.023871926937971688,13.947666666666676,2063.603666666667,0.16666666666666666,3.0,1,"(250, 300]","(0, 100]","(75, 100]"
202,202,35,31648.07,31616.01,16317.57,88,28.0,6840.889999999999,10,churned,4You,Christopher Schroeder,male,34,"(30, 40]",-32.06000000000131,63264.08,3.8770527719507255,244.31749999999997,-0.0019647533303060022,-0.9160000000000375,1807.545142857143,0.2857142857142857,2.8,1,"(200, 250]","(-100, 0]","(75, 100]"
203,203,52,48698.01,49338.87,24046.38,120,19.0,3767.12,11,retained,4You,Gary Lamb,male,46,"(40, 50]",640.8600000000006,98036.88,4.076991214478022,198.2694736842105,0.026650996948397246,12.32423076923078,1885.3246153846155,0.21153846153846154,1.7272727272727273,0,"(150, 200]","(0, 100]","(100, 125]"
204,204,52,46620.85,46648.8,25560.85,139,39.0,6571.37,16,retained,4You,Eddie House,none,30,"(20, 30]",27.950000000004366,93269.65,3.648925994245105,168.49666666666667,0.0010934691138989653,0.5375000000000839,1793.6471153846153,0.3076923076923077,2.4375,0,"(150, 200]","(0, 100]","(125, 150]"
205,205,48,40840.15,38863.020000000004,21954.55,128,43.0,9148.619999999999,17,churned,4You,Kelley Bradford,none,24,"(20, 30]",-1977.1299999999974,79703.17000000001,3.6303713808754914,212.75860465116276,-0.0900555921209953,-41.19020833333328,1660.4827083333337,0.3541666666666667,2.5294117647058822,1,"(200, 250]","(-100, 0]","(125, 150]"
206,206,52,46669.72,48962.85,26603.37,141,37.0,6553.91,15,retained,4You,Lisa Mottillo,female,33,"(30, 40]",2293.1299999999974,95632.57,3.5947539728989226,177.1327027027027,0.08619697429310638,44.098653846153795,1839.0878846153848,0.28846153846153844,2.466666666666667,0,"(150, 200]","(0, 100]","(125, 150]"
207,207,52,47194.12,48916.35,25948.29,119,33.0,7605.8,16,retained,4You,Mary Breton,female,33,"(30, 40]",1722.229999999996,96110.47,3.703923071616665,230.4787878787879,0.06637161832244036,33.11980769230762,1848.2782692307692,0.3076923076923077,2.0625,0,"(200, 250]","(0, 100]","(100, 125]"
208,208,52,50615.87,50129.33,26409.16,123,46.0,11183.98,19,retained,4You,Gertrude Fowler,female,37,"(30, 40]",-486.5400000000009,100745.20000000001,3.8147824466965257,243.13,-0.018423153178669858,-9.356538461538479,1937.4076923076925,0.36538461538461536,2.4210526315789473,0,"(200, 250]","(-100, 0]","(100, 125]"
209,209,52,45457.87,45536.75,24957.6,140,31.0,6732.98,11,retained,4You,Elvin Wilhoit,male,51,"(50, 60]",78.87999999999738,90994.62,3.6459683623425327,217.19290322580645,0.0031605603102861407,1.5169230769230266,1749.8965384615383,0.21153846153846154,2.8181818181818183,0,"(200, 250]","(0, 100]","(125, 150]"
210,210,52,47833.88,46441.2,26018.98,139,59.0,10901.99,21,retained,4You,Jerry Vance,none,55,"(50, 60]",-1392.6800000000003,94275.07999999999,3.6233195920823946,184.77949152542374,-0.05352554173914582,-26.782307692307697,1812.9823076923074,0.40384615384615385,2.8095238095238093,0,"(150, 200]","(-100, 0]","(125, 150]"
211,211,52,45397.95,47565.19,25123.510000000002,140,38.0,7757.15,14,retained,4You,Jessica Shepard,female,57,"(50, 60]",2167.2400000000052,92963.14,3.7002449100464063,204.13552631578946,0.08626342417918535,41.67769230769241,1787.7526923076923,0.2692307692307692,2.7142857142857144,0,"(200, 250]","(0, 100]","(125, 150]"
212,212,52,47665.67,46427.8,24576.0,138,40.0,9064.56,14,retained,4You,David Donovan,male,34,"(30, 40]",-1237.8699999999953,94093.47,3.828673095703125,226.61399999999998,-0.05036905924479148,-23.805192307692217,1809.4898076923077,0.2692307692307692,2.857142857142857,0,"(200, 250]","(-100, 0]","(125, 150]"
213,213,52,46460.66,43221.14,25175.09,117,32.0,7763.61,15,retained,4You,Paulette Olney,female,44,"(40, 50]",-3239.520000000004,89681.8,3.562322915230889,242.6128125,-0.12867957969564375,-62.298461538461616,1724.65,0.28846153846153844,2.1333333333333333,0,"(200, 250]","(-100, 0]","(100, 125]"
214,214,31,30995.1,31892.87,16299.85,76,16.0,4128.62,7,churned,4You,Bernice Martinez,female,62,"(60, 70]",897.7700000000004,62887.97,3.858193173556812,258.03875,0.05507842096706414,28.960322580645176,2028.6441935483872,0.22580645161290322,2.2857142857142856,1,"(250, 300]","(0, 100]","(75, 100]"
215,215,37,33092.21,33997.0,17372.38,100,36.0,6158.009999999999,12,churned,4You,James Stokes,none,30,"(20, 30]",904.7900000000009,67089.20999999999,3.861831827302879,171.0558333333333,0.05208209813508574,24.45378378378381,1813.2218918918916,0.32432432432432434,3.0,1,"(150, 200]","(0, 100]","(75, 100]"
216,216,52,48305.51,47932.96,25068.09,126,47.0,9638.68,18,retained,4You,Tina Higgins,none,32,"(30, 40]",-372.5500000000029,96238.47,3.839082674427928,205.07829787234044,-0.014861523155533705,-7.164423076923133,1850.7398076923077,0.34615384615384615,2.611111111111111,0,"(200, 250]","(-100, 0]","(125, 150]"
217,217,50,46439.22,48322.67,25854.3,121,36.0,7167.58,13,churned,4You,Manuel Hanson,none,53,"(50, 60]",1883.449999999997,94761.89,3.66522744765861,199.09944444444443,0.07284861705789741,37.66899999999994,1895.2377999999999,0.26,2.769230769230769,1,"(150, 200]","(0, 100]","(100, 125]"
218,218,52,45329.68,45663.51,24702.23,133,46.0,9505.14,17,retained,4You,Marylee Hall,female,60,"(50, 60]",333.83000000000175,90993.19,3.683602249675434,206.63347826086957,0.013514164510653563,6.419807692307726,1749.8690384615386,0.3269230769230769,2.7058823529411766,0,"(200, 250]","(0, 100]","(125, 150]"
219,219,52,51189.59,50112.69,26464.76,131,42.0,7725.21,18,retained,4You,Delia Romero,none,59,"(50, 60]",-1076.8999999999942,101302.28,3.82781782264415,183.93357142857144,-0.04069184832962756,-20.709615384615272,1948.1207692307692,0.34615384615384615,2.3333333333333335,0,"(150, 200]","(-100, 0]","(125, 150]"
220,220,52,49976.28,48702.25,28085.91,128,49.0,10911.68,22,retained,4You,Jennifer Avalos,none,47,"(40, 50]",-1274.0299999999988,98678.53,3.5134531870250956,222.6873469387755,-0.045361891425273346,-24.5005769230769,1897.6640384615384,0.4230769230769231,2.227272727272727,0,"(200, 250]","(-100, 0]","(125, 150]"
221,221,31,27699.43,28581.71,14210.02,75,17.0,3215.86,8,churned,4You,Ruth Nava,female,58,"(50, 60]",882.2799999999988,56281.14,3.9606657837216273,189.16823529411766,0.062088582563571255,28.460645161290284,1815.5206451612903,0.25806451612903225,2.125,1,"(150, 200]","(0, 100]","(50, 75]"
222,222,52,47170.17,45047.61,26127.66,135,50.0,11582.93,18,retained,4You,Kimberly Plumber,female,21,"(20, 30]",-2122.5599999999977,92217.78,3.5295078089656706,231.6586,-0.08123804427951059,-40.81846153846149,1773.418846153846,0.34615384615384615,2.7777777777777777,0,"(200, 250]","(-100, 0]","(125, 150]"
223,223,52,45344.77,44847.28,24238.920000000002,133,47.0,9673.06,18,retained,4You,Georgina Trevino,female,36,"(30, 40]",-497.48999999999796,90192.04999999999,3.7209599272574843,205.80978723404255,-0.020524429306256135,-9.567115384615345,1734.4624999999999,0.34615384615384615,2.611111111111111,0,"(200, 250]","(-100, 0]","(125, 150]"
224,224,52,46911.55,43871.63,27116.43,125,47.0,9549.82,17,retained,4You,Lucille Merkle,female,65,"(60, 70]",-3039.9200000000055,90783.18,3.347903097863546,203.18765957446809,-0.11210620277079267,-58.46000000000011,1745.8303846153844,0.3269230769230769,2.764705882352941,0,"(200, 250]","(-100, 0]","(100, 125]"
225,225,4,2841.26,2769.04,1569.31,11,5.0,1564.9099999999999,2,churned,4You,Carol Tinkham,none,35,"(30, 40]",-72.22000000000025,5610.3,3.575010673480702,312.98199999999997,-0.04602022544940149,-18.055000000000064,1402.575,0.5,2.5,1,"(300, 350]","(-100, 0]","(0, 25]"
226,226,52,49394.38,46814.51,25252.96,123,34.0,5918.84,17,retained,4You,Jennifer Ladner,female,29,"(20, 30]",-2579.8699999999953,96208.89,3.8098064543720818,174.08352941176472,-0.10216109319461938,-49.61288461538452,1850.1709615384616,0.3269230769230769,2.0,0,"(150, 200]","(-100, 0]","(100, 125]"
227,227,42,38740.55,43311.08,21853.53,114,38.0,7794.69,12,churned,4You,Sandra Young,none,44,"(40, 50]",4570.529999999999,82051.63,3.7546167598552733,205.12342105263156,0.20914378592383012,108.82214285714284,1953.6102380952382,0.2857142857142857,3.1666666666666665,1,"(200, 250]","(100, 200]","(100, 125]"
228,228,52,50042.86,48497.87,27129.86,133,35.0,7266.91,15,retained,4You,Robert George,male,29,"(20, 30]",-1544.989999999998,98540.73000000001,3.6321871915299235,207.626,-0.05694795328836927,-29.711346153846115,1895.0140384615386,0.28846153846153844,2.3333333333333335,0,"(200, 250]","(-100, 0]","(125, 150]"
229,229,52,42473.83,45603.72,23498.08,140,36.0,7489.89,13,retained,4You,Aaron Dunn,none,51,"(50, 60]",3129.8899999999994,88077.55,3.748287094094496,208.0525,0.13319769104539603,60.1901923076923,1693.7990384615384,0.25,2.769230769230769,0,"(200, 250]","(0, 100]","(125, 150]"
230,230,52,47298.67,46716.18,24894.67,146,37.0,8036.55,13,retained,4You,Patricia Pittman,female,35,"(30, 40]",-582.489999999998,94014.85,3.776505171588939,217.20405405405407,-0.02339818121710382,-11.20173076923073,1807.9778846153847,0.25,2.8461538461538463,0,"(200, 250]","(-100, 0]","(125, 150]"
231,231,52,46996.31,46811.8,24809.45,128,43.0,10425.8,15,retained,4You,Ronnie Stauffer,male,50,"(40, 50]",-184.50999999999476,93808.11,3.781144281715233,242.46046511627904,-0.0074370854654172,-3.54826923076913,1804.0021153846153,0.28846153846153844,2.8666666666666667,0,"(200, 250]","(-100, 0]","(125, 150]"
232,232,24,23487.61,24286.26,11822.880000000001,61,29.0,6395.92,11,churned,4You,Linda Pelaez,female,29,"(20, 30]",798.6499999999978,47773.869999999995,4.04079801199031,220.54896551724138,0.067551222713924,33.277083333333245,1990.5779166666664,0.4583333333333333,2.6363636363636362,1,"(200, 250]","(0, 100]","(50, 75]"
233,233,52,43080.01,41762.79,22504.83,136,41.0,8293.57,14,retained,4You,Anna Broyles,female,63,"(60, 70]",-1317.2200000000012,84842.8,3.769981821680057,202.28219512195122,-0.05853054655378428,-25.331153846153867,1631.5923076923077,0.2692307692307692,2.9285714285714284,0,"(200, 250]","(-100, 0]","(125, 150]"
234,234,52,49448.24,46542.76,24283.72,133,31.0,8285.73,11,retained,4You,Antonia Mcrae,female,45,"(40, 50]",-2905.479999999996,95991.0,3.9528951906874235,267.2816129032258,-0.1196472369142782,-55.8746153846153,1845.9807692307693,0.21153846153846154,2.8181818181818183,0,"(250, 300]","(-100, 0]","(125, 150]"
235,235,10,9407.83,9404.26,4930.41,21,4.0,663.96,1,churned,4You,Bonnie Martinez,female,49,"(40, 50]",-3.569999999999709,18812.09,3.8155224413385502,165.99,-0.0007240777136180782,-0.3569999999999709,1881.209,0.1,4.0,1,"(150, 200]","(-100, 0]","(0, 25]"
236,236,52,48426.88,46215.22,26242.03,129,53.0,9667.77,19,retained,4You,James Brooks,none,46,"(40, 50]",-2211.659999999996,94642.1,3.6065083379601353,182.41075471698113,-0.08427930308745156,-42.53192307692301,1820.0403846153847,0.36538461538461536,2.789473684210526,0,"(150, 200]","(-100, 0]","(125, 150]"
237,237,52,46193.33,46893.85,24308.08,138,48.0,10143.82,17,retained,4You,Sylvia Etheridge,female,47,"(40, 50]",700.5199999999968,93087.18,3.8294748083764736,211.32958333333332,0.0288184011242351,13.4715384615384,1790.1380769230768,0.3269230769230769,2.823529411764706,0,"(200, 250]","(0, 100]","(125, 150]"
238,238,52,52944.020000000004,54237.86,28726.38,129,21.0,4480.86,10,retained,4You,Charles Baker,male,38,"(30, 40]",1293.8399999999965,107181.88,3.7311307585571174,213.3742857142857,0.04504013384213383,24.881538461538394,2061.19,0.19230769230769232,2.1,0,"(200, 250]","(0, 100]","(125, 150]"
239,239,52,52126.54,50974.29,27922.66,124,23.0,4125.53,10,retained,4You,Julie Berman,female,51,"(50, 60]",-1152.25,103100.83,3.6923713571701264,179.3708695652174,-0.041265767659671396,-22.158653846153847,1982.7082692307692,0.19230769230769232,2.3,0,"(150, 200]","(-100, 0]","(100, 125]"
240,240,52,52865.41,52762.86,28380.12,134,37.0,7183.41,14,retained,4You,Foster King,none,33,"(30, 40]",-102.55000000000291,105628.27,3.7219106191235274,194.1462162162162,-0.0036134449043909228,-1.9721153846154407,2031.3128846153847,0.2692307692307692,2.642857142857143,0,"(150, 200]","(-100, 0]","(125, 150]"
241,241,52,52073.08,50628.0,28055.6,121,44.0,9295.08,21,retained,4You,Sonia Malaspina,female,63,"(60, 70]",-1445.0800000000017,102701.08,3.660626755442764,211.25181818181818,-0.05150772038380936,-27.790000000000035,1975.0207692307692,0.40384615384615385,2.0952380952380953,0,"(200, 250]","(-100, 0]","(100, 125]"
242,242,52,48376.45,50148.6,26113.57,150,64.0,13619.52,21,retained,4You,Ray Johnson,male,56,"(50, 60]",1772.1500000000015,98525.04999999999,3.7729444882488297,212.805,0.06786318377762984,34.07980769230772,1894.7124999999999,0.40384615384615385,3.0476190476190474,0,"(200, 250]","(0, 100]","(125, 150]"
243,243,52,46573.47,47731.72,26092.14,136,44.0,8020.900000000001,18,retained,4You,Jason Griess,none,45,"(40, 50]",1158.25,94305.19,3.6143141191178647,182.29318181818184,0.04439076288874734,22.27403846153846,1813.5613461538462,0.34615384615384615,2.4444444444444446,0,"(150, 200]","(0, 100]","(125, 150]"
244,244,52,45239.77,45267.01,24763.35,128,46.0,9764.4,16,retained,4You,Opal Valles,female,45,"(40, 50]",27.24000000000524,90506.78,3.6548681822128266,212.2695652173913,0.001100012720411626,0.5238461538462545,1740.5149999999999,0.3076923076923077,2.875,0,"(200, 250]","(0, 100]","(125, 150]"
245,245,52,43003.54,41976.44,26341.829999999998,135,66.0,13924.9,23,retained,4You,Jacqueline Sabir,female,40,"(30, 40]",-1027.0999999999985,84979.98000000001,3.2260469375134537,210.98333333333332,-0.03899121663149442,-19.75192307692305,1634.2303846153848,0.4423076923076923,2.869565217391304,0,"(200, 250]","(-100, 0]","(125, 150]"
246,246,52,51131.61,48909.55,25796.85,142,54.0,11526.38,20,retained,4You,Dorothy Richardson,female,33,"(30, 40]",-2222.0599999999977,100041.16,3.8780378224473147,213.45148148148147,-0.08613687330042226,-42.73192307692303,1923.8684615384616,0.38461538461538464,2.7,0,"(200, 250]","(-100, 0]","(125, 150]"
247,247,52,49442.53,47623.61,26239.6,128,20.0,4616.82,10,retained,4You,Judy Mcmann,none,25,"(20, 30]",-1818.9199999999983,97066.14,3.6992233113309654,230.84099999999998,-0.06931965426302224,-34.97923076923074,1866.6565384615385,0.19230769230769232,2.0,0,"(200, 250]","(-100, 0]","(125, 150]"
248,248,52,45469.67,43632.15,23725.73,127,31.0,6724.24,14,retained,4You,Monica Chafin,female,49,"(40, 50]",-1837.5199999999968,89101.82,3.7554932977826185,216.91096774193548,-0.07744840727766845,-35.336923076923014,1713.4965384615386,0.2692307692307692,2.2142857142857144,0,"(200, 250]","(-100, 0]","(125, 150]"
249,249,52,48820.98,44973.97,25948.3,119,18.0,2508.06,8,retained,4You,George Sapp,male,26,"(20, 30]",-3847.010000000002,93794.95000000001,3.6146857404916704,139.33666666666667,-0.14825672587414213,-73.98096153846157,1803.7490384615387,0.15384615384615385,2.25,0,"(100, 150]","(-100, 0]","(100, 125]"
250,250,52,50567.88,49557.69,28724.55,117,50.0,10309.66,21,retained,4You,Jeff Veno,male,38,"(30, 40]",-1010.189999999995,100125.57,3.4857141365138884,206.1932,-0.03516817495835427,-19.426730769230673,1925.4917307692308,0.40384615384615385,2.380952380952381,0,"(200, 250]","(-100, 0]","(100, 125]"
